Event,Track,Material,StepLength(mm),Edep(MeV),PreE(MeV),PostE(MeV),PreZ(mm),PostZ(mm),Transmission
2,1,G4_AIR,67.5571,0.0084843,1623.08,1623.07,692.534,653.447,1
2,1,G4_AIR,249.198,0.0381777,1623.07,1623.03,653.447,509.272,1
2,1,G4_AIR,35.4378,0.008008,1623.03,1623.02,509.272,488.766,1
2,1,G4_AIR,55.1941,0.00956429,1623.02,1623.01,488.766,456.828,1
2,1,G4_AIR,175.578,0.0251276,1623.01,1622.97,456.828,355.231,1
2,1,G4_AIR,186.188,0.0312046,1622.97,1622.93,355.231,247.471,1
2,1,G4_AIR,11.4912,0.00119604,1622.93,1622.69,247.471,240.82,1
2,1,G4_AIR,86.233,0.0108575,1622.69,1622.67,240.82,190.926,1
2,1,G4_AIR,249.487,0.0354986,1622.67,1622.63,190.926,46.5639,1
2,1,G4_AIR,6.86111,0.00146464,1622.63,1622.63,46.5639,42.5946,1
2,1,G4_AIR,223.495,0.0355673,1622.63,1622.59,42.5946,-86.7012,1
2,1,G4_AIR,13.1668,0.00313126,1622.59,1622.59,-86.7012,-94.318,1
2,1,G4_AIR,311.009,0.0448813,1622.59,1622.54,-94.318,-274.226,1
2,1,G4_AIR,12.8125,0.00326778,1622.54,1622.53,-274.226,-281.637,1
2,1,G4_AIR,234.676,0.0371716,1622.53,1622.49,-281.637,-417.389,1
2,1,G4_AIR,423.36,0.0631585,1622.49,1622.43,-417.389,-662.31,0
2,30,G4_AIR,0.0630965,0.00107292,0.00107292,0,-417.389,-417.403,0
2,29,G4_AIR,0.42803,0.00358589,0.00358589,0,-281.637,-281.645,0
2,28,G4_AIR,0.173934,0.00209278,0.00209278,0,-274.226,-274.259,0
2,27,G4_AIR,0.319968,0.00302786,0.00302786,0,-94.318,-94.3824,0
2,26,G4_AIR,0.115815,0.00161331,0.00161331,0,-86.7012,-86.6697,0
2,25,G4_AIR,0.374603,0.00331962,0.00331962,0,42.5946,42.4878,0
2,24,G4_AIR,0.35989,0.0032432,0.0032432,0,46.5639,46.6327,0
2,23,G4_AIR,0.12623,0.00170618,0.00170618,0,190.926,190.956,0
2,22,G4_AIR,21.1543,0.00315588,0.248138,0.243258,240.82,224.309,1
2,22,G4_AIR,54.7451,0.0117079,0.243258,0.229883,224.309,179.824,1
2,22,G4_AIR,32.0262,0.00525494,0.229883,0.223452,179.824,189.932,1
2,22,G4_AIR,3.57543,0.000512256,0.223452,0.212694,189.932,191.184,1
2,22,G4_AIR,5.46794,0.000266306,0.212694,0.21139,191.184,194.035,1
2,22,G4_AIR,6.26309,0.000841806,0.21139,0.208978,194.035,197.318,1
2,22,G4_AIR,123.223,0.0277261,0.208978,0.181252,197.318,259.349,1
2,22,G4_AIR,44.2571,0.0118915,0.181252,0.167345,259.349,274.895,1
2,22,G4_AIR,85.8375,0.0266639,0.167345,0.140681,274.895,313.694,1
2,22,G4_AIR,41.376,0.00842814,0.140681,0.13086,313.694,318.815,1
2,22,G4_AIR,57.1415,0.015955,0.13086,0.114905,318.815,326.363,1
2,22,G4_AIR,6.05957,0.00130464,0.114905,0.11208,326.363,322.018,1
2,22,G4_AIR,15.8065,0.0057694,0.11208,0.104497,322.018,312.009,1
2,22,G4_AIR,0.598796,0.000155231,0.104497,0.102825,312.009,311.456,1
2,22,G4_AIR,38.2009,0.0114859,0.102825,0.091339,311.456,281.669,1
2,22,G4_AIR,13.4978,0.00523538,0.091339,0.0751728,281.669,272.683,1
2,22,G4_AIR,12.6509,0.00470746,0.0751728,0.0694233,272.683,263.351,1
2,22,G4_AIR,6.38417,0.00143839,0.0694233,0.0669501,263.351,257.687,1
2,22,G4_AIR,5.614,0.00249222,0.0669501,0.0644579,257.687,253.461,1
2,22,G4_AIR,17.6027,0.00711161,0.0644579,0.0573463,253.461,246.565,1
2,22,G4_AIR,7.42785,0.00548189,0.0573463,0.0500652,246.565,252.623,1
2,22,G4_AIR,2.73046,0.00200985,0.0500652,0.0480554,252.623,252.331,1
2,22,G4_AIR,11.0147,0.00584573,0.0480554,0.0422096,252.331,247.469,1
2,22,G4_AIR,9.03149,0.00765599,0.0422096,0.0345536,247.469,246.82,1
2,22,G4_AIR,6.07599,0.00526455,0.0345536,0.0272554,246.82,244.741,1
2,22,G4_AIR,4.90488,0.00644643,0.0272554,0.020809,244.741,245.171,1
2,22,G4_AIR,3.56517,0.0058388,0.020809,0.0149702,245.171,246.533,1
2,22,G4_AIR,2.57349,0.00334004,0.0149702,0.0116301,246.533,246.699,1
2,22,G4_AIR,0.684009,0.0010677,0.0116301,0.00932784,246.699,246.653,1
2,22,G4_AIR,1.7303,0.00313597,0.00932784,0.00619187,246.653,246.976,1
2,22,G4_AIR,0.697704,0.0016521,0.00619187,0.00351636,246.976,247.223,1
2,22,G4_AIR,0.137149,0.000387054,0.00351636,0.00166411,247.223,247.263,1
2,22,G4_AIR,0.121463,0.00166411,0.00166411,0,247.263,247.238,0
2,49,G4_AIR,0.100026,0.00146519,0.00146519,0,247.263,247.285,0
2,48,G4_AIR,0.0589659,0.0010234,0.0010234,0,247.223,247.226,0
2,47,G4_AIR,0.0774338,0.0012346,0.0012346,0,246.653,246.645,0
2,46,G4_AIR,0.166181,0.00203368,0.00203368,0,244.741,244.807,0
2,45,G4_AIR,0.137057,0.00179915,0.00179915,0,252.623,252.586,0
2,44,G4_AIR,0.0599094,0.00103485,0.00103485,0,257.687,257.673,0
2,43,G4_AIR,0.0605051,0.00104203,0.00104203,0,263.351,263.354,0
2,42,G4_AIR,1.75908,0.00368256,0.0109307,0.00600631,272.683,272.264,1
2,42,G4_AIR,1.05911,0.00600631,0.00600631,0,272.264,272.328,0
2,50,G4_AIR,0.0781084,0.00124187,0.00124187,0,272.264,272.284,0
2,41,G4_AIR,0.105402,0.0015167,0.0015167,0,311.456,311.451,0
2,40,G4_AIR,0.138778,0.00181361,0.00181361,0,312.009,312.027,0
2,39,G4_AIR,0.105762,0.0015201,0.0015201,0,322.018,321.992,0
2,38,G4_AIR,0.0926901,0.00139299,0.00139299,0,318.815,318.78,0
2,37,G4_AIR,0.163834,0.00201554,0.00201554,0,274.895,274.894,0
2,36,G4_AIR,0.111103,0.00157008,0.00157008,0,197.318,197.302,0
2,35,G4_AIR,0.0601781,0.00103809,0.00103809,0,194.035,194.023,0
2,34,G4_AIR,1.87137,0.00339486,0.0102458,0.00685089,191.184,190.894,1
2,34,G4_AIR,1.27446,0.00570744,0.00685089,0.00114344,190.894,190.895,1
2,34,G4_AIR,0.0691924,0.00114344,0.00114344,0,190.895,190.898,0
2,33,G4_AIR,0.0720967,0.00117608,0.00117608,0,189.932,189.956,0
2,32,G4_AIR,0.121743,0.00166661,0.00166661,0,179.824,179.791,0
2,31,G4_AIR,0.128322,0.00172442,0.00172442,0,224.309,224.31,0
2,21,G4_AIR,0.250646,0.00261928,0.00261928,0,247.471,247.463,0
2,20,G4_AIR,0.681966,0.000889699,0.017265,0.0103294,355.231,355.584,1
2,20,G4_AIR,0.0134189,2.73432e-05,0.0103294,0.00871132,355.584,355.593,1
2,20,G4_AIR,1.63039,0.00735101,0.00871132,0.00136031,355.593,356.208,1
2,20,G4_AIR,0.0894479,0.00136031,0.00136031,0,356.208,356.238,0
2,52,G4_AIR,0.113345,0.00159074,0.00159074,0,355.593,355.593,0
2,51,G4_AIR,1.07046,0.00432936,0.00604594,0.00171658,355.584,355.59,1
2,51,G4_AIR,0.127421,0.00171658,0.00171658,0,355.59,355.547,0
2,19,G4_AIR,0.190924,0.002218,0.002218,0,456.828,456.778,0
2,18,G4_AIR,0.0608598,0.0010463,0.0010463,0,488.766,488.771,0
2,17,G4_AIR,0.145227,0.0018671,0.0018671,0,509.272,509.317,0
2,16,G4_AIR,0.0997062,0.0014621,0.0014621,0,653.447,653.415,0
2,15,G4_AIR,0.101239,0.00147692,0.00147692,0,692.534,692.543,0
2,14,G4_AIR,0.0151179,0,0.00605982,0.00450305,807.596,807.606,1
2,14,G4_AIR,0.636828,0.00450305,0.00450305,0,807.606,807.857,0
2,53,G4_AIR,0.109669,0.00155677,0.00155677,0,807.606,807.6,0
2,13,G4_AIR,0.0671534,0.00112017,0.00112017,0,837.843,837.84,0
2,12,G4_AIR,0.392052,0.00340844,0.00340844,0,974.154,974.018,0
2,11,G4_AIR,0.0608923,0.00104668,0.00104668,0,1010.03,1010.04,0
2,10,G4_AIR,0.180077,0.000377079,0.00551537,0.00513829,1131.22,1131.19,1
2,10,G4_AIR,0.803895,0.00513829,0.00513829,0,1131.19,1131.26,0
2,9,G4_AIR,0.193074,0.00223345,0.00223345,0,1139.76,1139.82,0
2,8,G4_AIR,0.718992,0.00482424,0.00482424,0,1163.78,1163.55,0
2,7,G4_AIR,0.0569791,0.000999034,0.000999034,0,1210,1210,0
2,6,G4_AIR,0.280477,0.00280136,0.00280136,0,1217.06,1217.01,0
2,5,G4_AIR,0.560671,0.00418743,0.00418743,0,1246.14,1246.01,0
2,4,G4_AIR,0.0853886,0.00131869,0.00131869,0,1281.4,1281.42,0
2,3,G4_AIR,0.0946633,0.00141264,0.00141264,0,1291.02,1291.03,0
2,2,G4_AIR,0.068578,0.00113646,0.00113646,0,1485.02,1485.03,0
3,1,G4_AIR,110.255,0.0161281,1127.33,1127.32,1500,1479.44,1
3,1,G4_AIR,50.8906,0.010617,1127.32,1127.29,1479.44,1469.95,1
3,1,G4_AIR,84.5672,0.0136782,1127.29,1127.27,1469.95,1454.18,1
3,1,G4_AIR,265.381,0.0390544,1127.27,1127.23,1454.18,1404.66,1
3,1,G4_AIR,127.534,0.014697,1127.23,1127.22,1404.66,1380.92,1
3,1,G4_AIR,29.3943,0.00460168,1127.22,1127.21,1380.92,1375.45,1
3,1,G4_AIR,87.9066,0.011641,1127.21,1127.19,1375.45,1359.09,1
3,1,G4_AIR,311.474,0.0429665,1127.19,1127.14,1359.09,1301.04,1
3,1,G4_AIR,6.84278,0.00260134,1127.14,1127.14,1301.04,1299.76,1
3,1,G4_AIR,91.8018,0.0127946,1127.14,1127.12,1299.76,1282.67,1
3,1,G4_AIR,109.751,0.018619,1127.12,1127.1,1282.67,1262.25,1
3,1,G4_AIR,31.6986,0.00453931,1127.1,1127.1,1262.25,1256.34,1
3,1,G4_AIR,49.87,0.00676991,1127.1,1127.08,1256.34,1247.06,1
3,1,G4_AIR,3.47528,0.000147088,1127.08,1127.04,1247.06,1246.41,1
3,1,G4_AIR,181.159,0.0303918,1127.04,1121.93,1246.41,1212.69,1
3,1,G4_AIR,30.7391,0.0030503,1121.93,1121.93,1212.69,1206.98,1
3,1,G4_AIR,83.573,0.012612,1121.93,1121.91,1206.98,1191.44,1
3,1,G4_AIR,270.186,0.0362933,1121.91,1121.87,1191.44,1141.18,1
3,1,G4_AIR,181.112,0.0231091,1121.87,1121.85,1141.18,1107.52,1
3,1,G4_AIR,72.7194,0.0120186,1121.85,1121.83,1107.52,1094,1
3,1,G4_AIR,150.376,0.0205511,1121.83,1121.8,1094,1066.05,1
3,1,G4_AIR,262.289,0.0333315,1121.8,1121.77,1066.05,1017.31,1
3,1,G4_AIR,210.14,0.0345185,1121.77,1121.73,1017.31,978.224,1
3,1,G4_AIR,437.749,0.0666991,1121.73,1121.66,978.224,896.814,1
3,1,G4_AIR,192.212,0.0223483,1121.66,1121.62,896.814,861.193,1
3,1,G4_AIR,27.9716,0.00562499,1121.62,1121.58,861.193,856.008,1
3,1,G4_AIR,9.99555,0.00196855,1121.58,1121.58,856.008,854.156,1
3,1,G4_AIR,26.0779,0.00463556,1121.58,1121.57,854.156,849.327,1
3,1,G4_AIR,10.1237,0.00321241,1121.57,1121.57,849.327,847.453,0
3,29,G4_AIR,0.0564081,0.00099196,0.00099196,0,849.327,849.307,0
3,28,G4_AIR,0.180028,0.00213835,0.00213835,0,854.156,854.091,0
3,27,G4_AIR,5.54288,0.00367254,0.0329123,0.0270941,856.008,851.457,1
3,27,G4_AIR,4.86808,0.00519931,0.0270941,0.0218948,851.457,847.77,1
3,27,G4_AIR,3.77211,0.00373873,0.0218948,0.0181561,847.77,845.199,1
3,27,G4_AIR,0.0710359,0,0.0181561,0.0171474,845.199,845.218,1
3,27,G4_AIR,2.92087,0.00519033,0.0171474,0.0119571,845.218,846.153,1
3,27,G4_AIR,0.766709,0.00109868,0.0119571,0.0108584,846.153,846.187,1
3,27,G4_AIR,1.96257,0.00383402,0.0108584,0.00702441,846.187,847.122,1
3,27,G4_AIR,1.3131,0.0056129,0.00702441,0.00141151,847.122,847.431,1
3,27,G4_AIR,0.0945497,0.00141151,0.00141151,0,847.431,847.452,0
3,31,G4_AIR,0.0577557,0.00100861,0.00100861,0,845.218,845.205,0
3,30,G4_AIR,0.181023,0.00214572,0.00214572,0,851.457,851.447,0
3,26,G4_AIR,3.0238,0.00533389,0.017764,0.0124301,861.193,859.003,1
3,26,G4_AIR,2.19296,0.00497103,0.0124301,0.00745908,859.003,857.838,1
3,26,G4_AIR,1.4037,0.00504431,0.00745908,0.00241476,857.838,857.74,1
3,26,G4_AIR,0.215003,0.00127061,0.00241476,0.00114416,857.74,857.746,1
3,26,G4_AIR,0.0692551,0.00114416,0.00114416,0,857.746,857.753,0
3,25,G4_AIR,0.188311,0.00219911,0.00219911,0,896.814,896.859,0
3,24,G4_AIR,0.086929,0.00133458,0.00133458,0,978.224,978.195,0
3,23,G4_AIR,0.187728,0.00219487,0.00219487,0,1017.31,1017.29,0
3,22,G4_AIR,0.737777,0.00489519,0.00489519,0,1066.05,1066.11,0
3,21,G4_AIR,1.55535,0.00357949,0.00827226,0.00469277,1094,1093.9,1
3,21,G4_AIR,0.684789,0.00469277,0.00469277,0,1093.9,1093.69,0
3,20,G4_AIR,0.0666984,0.00111494,0.00111494,0,1107.52,1107.49,0
3,19,G4_AIR,0.0828256,0.00129197,0.00129197,0,1141.18,1141.15,0
3,18,G4_AIR,0.453979,0.00370964,0.00370964,0,1191.44,1191.62,0
3,17,G4_AIR,0.250838,0.00262048,0.00262048,0,1206.98,1206.94,0
3,16,G4_AIR,1.4786,2.01629e-05,5.0806,5.07836,1212.69,1212.35,1
3,16,G4_AIR,44.0949,0.00439925,5.07836,5.07278,1212.35,1201.48,1
3,16,G4_AIR,132.986,0.0217649,5.07278,5.04671,1201.48,1170.99,1
3,16,G4_AIR,134.123,0.0207321,5.04671,5.02252,1170.99,1133.02,1
3,16,G4_AIR,40.7928,0.00411683,5.02252,5.01275,1133.02,1122.34,1
3,16,G4_AIR,14.7343,0.00324662,5.01275,5.0055,1122.34,1118.39,1
3,16,G4_AIR,301.467,0.0445527,5.0055,4.95968,1118.39,1024.1,1
3,16,G4_AIR,22.6421,0.00317079,4.95968,4.95546,1024.1,1017,1
3,16,G4_AIR,45.7653,0.00754617,4.95546,4.94604,1017,1003.5,1
3,16,G4_AIR,23.0403,0.00331983,4.94604,4.94013,1003.5,996.797,1
3,16,G4_AIR,167.063,0.0229084,4.94013,4.91373,996.797,946.445,1
3,16,G4_AIR,56.3537,0.00913749,4.91373,4.90103,946.445,929.594,1
3,16,G4_AIR,329.867,0.0513237,4.90103,4.84781,929.594,820.516,1
3,16,G4_AIR,159.09,0.0218141,4.84781,4.80728,820.516,754.291,1
3,16,G4_AIR,23.7449,0.00253771,4.80728,4.80181,754.291,745.646,1
3,16,G4_AIR,14.1037,0.0019987,4.80181,4.79665,745.646,740.348,1
3,16,G4_AIR,97.2881,0.0133615,4.79665,4.78329,740.348,703.973,0
3,47,G4_AIR,0.344153,0.00315977,0.00315977,0,740.348,740.306,0
3,46,G4_AIR,0.302743,0.00293089,0.00293089,0,745.646,745.742,0
3,45,G4_AIR,3.00386,0.00729422,0.0187226,0.0101164,754.291,752.824,1
3,45,G4_AIR,1.79559,0.00323116,0.0101164,0.00469747,752.824,751.971,1
3,45,G4_AIR,0.685998,0.00469747,0.00469747,0,751.971,751.932,0
3,49,G4_AIR,0.186752,0.00218778,0.00218778,0,751.971,751.939,0
3,48,G4_AIR,0.0847444,0.001312,0.001312,0,752.824,752.806,0
3,44,G4_AIR,0.148682,0.0018953,0.0018953,0,820.516,820.57,0
3,43,G4_AIR,0.421806,0.00355571,0.00355571,0,929.594,929.76,0
3,42,G4_AIR,0.409676,0.00349627,0.00349627,0,946.445,946.504,0
3,41,G4_AIR,0.245383,0.00258601,0.00258601,0,996.797,996.827,0
3,40,G4_AIR,0.146406,0.00187676,0.00187676,0,1003.5,1003.52,0
3,39,G4_AIR,0.0612366,0.00105081,0.00105081,0,1017,1016.99,0
3,38,G4_AIR,0.0806843,0.00126938,0.00126938,0,1024.1,1024.11,0
3,37,G4_AIR,0.517098,0.00399783,0.00399783,0,1118.39,1118.59,0
3,36,G4_AIR,0.9537,0.00565589,0.00565589,0,1122.34,1122.11,0
3,35,G4_AIR,0.40257,0.00346108,0.00346108,0,1133.02,1132.99,0
3,34,G4_AIR,0.587924,0.00430255,0.00430255,0,1170.99,1171.2,0
3,33,G4_AIR,0.0726532,0.00118227,0.00118227,0,1201.48,1201.51,0
3,32,G4_AIR,0.19035,0.00221386,0.00221386,0,1212.35,1212.38,0
3,15,G4_AIR,4.15885,0.00187211,0.0398648,0.0367787,1246.41,1242.82,1
3,15,G4_AIR,7.37179,0.00881925,0.0367787,0.0279594,1242.82,1236.73,1
3,15,G4_AIR,5.06743,0.00374482,0.0279594,0.0242146,1236.73,1232.76,1
3,15,G4_AIR,2.11894,0.00174327,0.0242146,0.0186196,1232.76,1231.12,1
3,15,G4_AIR,3.17026,0.00575758,0.0186196,0.012862,1231.12,1229.07,1
3,15,G4_AIR,0.942239,0.00108781,0.012862,0.00724652,1229.07,1228.27,1
3,15,G4_AIR,0.414973,0.0017567,0.00724652,0.00439013,1228.27,1228.07,1
3,15,G4_AIR,0.609061,0.00439013,0.00439013,0,1228.07,1228.03,0
3,53,G4_AIR,0.0653813,0.00109969,0.00109969,0,1228.07,1228.04,0
3,52,G4_AIR,0.642952,0.00452764,0.00452764,0,1228.27,1228.13,0
3,51,G4_AIR,0.48464,0.00385177,0.00385177,0,1231.12,1231.09,0
3,50,G4_AIR,0.0755366,0.001214,0.001214,0,1242.82,1242.82,0
3,14,G4_AIR,1.44226,0.00493966,0.00765586,0.0027162,1247.06,1246.51,1
3,14,G4_AIR,0.26631,0.0027162,0.0027162,0,1246.51,1246.45,0
3,13,G4_AIR,0.106308,0.00152527,0.00152527,0,1256.34,1256.35,0
3,12,G4_AIR,0.0618228,0.00105781,0.00105781,0,1262.25,1262.23,0
3,11,G4_AIR,0.110518,0.00156466,0.00156466,0,1282.67,1282.68,0
3,10,G4_AIR,0.0819277,0.00128253,0.00128253,0,1299.76,1299.79,0
3,9,G4_AIR,1.64513,0.00681768,0.00880012,0.00198244,1301.04,1300.21,1
3,9,G4_AIR,0.159594,0.00198244,0.00198244,0,1300.21,1300.17,0
3,8,G4_AIR,1.28346,0.00689068,0.00689068,0,1359.09,1359.56,0
3,7,G4_AIR,0.0736608,0.00119342,0.00119342,0,1375.45,1375.45,0
3,6,G4_AIR,0.0672052,0.00112077,0.00112077,0,1380.92,1380.91,0
3,5,G4_AIR,0.0847253,0.00131181,0.00131181,0,1404.66,1404.69,0
3,4,G4_AIR,0.0671871,0.00112056,0.00112056,0,1454.18,1454.15,0
3,3,G4_AIR,2.86434,0.00494236,0.0173818,0.0107998,1469.95,1469.54,1
3,3,G4_AIR,1.1119,0.00338932,0.0107998,0.0063526,1469.54,1469.07,1
3,3,G4_AIR,1.15369,0.0063526,0.0063526,0,1469.07,1468.78,0
3,55,G4_AIR,0.0618253,0.00105784,0.00105784,0,1469.07,1469.08,0
3,54,G4_AIR,0.118734,0.0016397,0.0016397,0,1469.54,1469.5,0
3,2,G4_AIR,0.0592457,0.00102681,0.00102681,0,1479.44,1479.44,0
4,1,G4_AIR,71.6732,0.00661754,1152.61,1152.6,1500,1463.73,1
4,1,G4_AIR,36.0983,0.00414058,1152.6,1152.6,1463.73,1445.47,1
4,1,G4_AIR,252.967,0.0395874,1152.6,1152.56,1445.47,1317.62,1
4,1,G4_AIR,29.398,0.00485073,1152.56,1152.55,1317.62,1302.77,1
4,1,G4_AIR,410.992,0.0552253,1152.55,1152.49,1302.77,1095.15,1
4,1,G4_AIR,146.653,0.0189582,1152.49,1152.47,1095.15,1021.07,1
4,1,G4_AIR,136.078,0.0240761,1152.47,1152.44,1021.07,952.289,1
4,1,G4_AIR,161.13,0.0205892,1152.44,1152.41,952.289,870.807,1
4,1,G4_AIR,3.92793,0.000374202,1152.41,1152.41,870.807,868.82,1
4,1,G4_AIR,60.1157,0.00715804,1152.41,1152.4,868.82,838.419,1
4,1,G4_AIR,19.082,0.0019764,1152.4,1152.4,838.419,828.77,1
4,1,G4_AIR,34.0134,0.00445477,1152.4,1152.39,828.77,811.572,1
4,1,G4_AIR,53.632,0.00681159,1152.39,1152.38,811.572,784.455,1
4,1,G4_AIR,425.487,0.0652681,1152.38,1152.31,784.455,569.366,1
4,1,G4_AIR,160.424,0.0215495,1152.31,1152.29,569.366,488.266,1
4,1,G4_AIR,114.319,0.0135613,1152.29,1152.27,488.266,430.468,1
4,1,G4_AIR,8.19465,0.000394076,1152.27,1152.27,430.468,426.324,1
4,1,G4_AIR,142.611,0.0177766,1152.27,1152.25,426.324,354.223,1
4,1,G4_AIR,102.651,0.0161438,1152.25,1152.23,354.223,302.331,1
4,1,G4_AIR,159.289,0.0202236,1152.23,1152.21,302.331,221.858,1
4,1,G4_AIR,8.5688,0.000934577,1152.21,1152.21,221.858,217.529,1
4,1,G4_AIR,58.758,0.00773304,1152.21,1152.19,217.529,187.841,1
4,1,G4_AIR,105.378,0.0158154,1152.19,1152.17,187.841,134.593,1
4,1,G4_AIR,44.7593,0.00711819,1152.17,1152.16,134.593,111.988,1
4,1,G4_AIR,26.4728,0.00431692,1152.16,1152.15,111.988,98.6167,1
4,1,G4_AIR,89.935,0.0136101,1152.15,1152.14,98.6167,53.1842,1
4,1,G4_AIR,16.3087,0.00153974,1152.14,1152.1,53.1842,44.9441,1
4,1,G4_AIR,90.2484,0.0122298,1152.1,1152.09,44.9441,-0.64742,1
4,1,G4_AIR,60.0104,0.008918,1152.09,1152.08,-0.64742,-30.9581,1
4,1,G4_AIR,8.39728,0.000592996,1152.08,1152.07,-30.9581,-35.1987,1
4,1,G4_AIR,38.678,0.00678862,1152.07,1152.06,-35.1987,-54.7292,1
4,1,G4_AIR,247.087,0.0344516,1152.06,1150.3,-54.7292,-179.493,1
4,1,G4_AIR,88.9587,0.0141353,1150.3,1150.28,-179.493,-224.474,1
4,1,G4_AIR,130.803,0.0213624,1150.28,1150.26,-224.474,-290.608,0
4,34,G4_AIR,0.678291,0.00219702,0.00647762,0.00299001,-224.474,-224.14,1
4,34,G4_AIR,0.313187,0.00299001,0.00299001,0,-224.14,-224.058,0
4,35,G4_AIR,0.0826943,0.00129059,0.00129059,0,-224.14,-224.163,0
4,33,G4_AIR,12.8197,0.00103671,1.72411,1.72186,-179.493,-178.476,1
4,33,G4_AIR,127.966,0.0185145,1.72186,1.70233,-178.476,-173.452,1
4,33,G4_AIR,109.622,0.0128322,1.70233,1.68949,-173.452,-175.163,0
4,37,G4_AIR,0.0589814,0.00102359,0.00102359,0,-173.452,-173.468,0
4,36,G4_AIR,0.0753675,0.00121215,0.00121215,0,-178.476,-178.485,0
4,32,G4_AIR,0.155352,0.0019489,0.0019489,0,-54.7292,-54.7179,0
4,31,G4_AIR,0.292755,0.0028734,0.0028734,0,-35.1987,-35.3044,0
4,30,G4_AIR,0.0566275,0.000994682,0.000994682,0,-30.9581,-30.9762,0
4,29,G4_AIR,1.20595,0.00475534,0.00656016,0.00180482,-0.64742,-1.11466,1
4,29,G4_AIR,0.13773,0.00180482,0.00180482,0,-1.11466,-1.1444,0
4,28,G4_AIR,6.08877,0.00424316,0.0321033,0.0278602,44.9441,41.2551,1
4,28,G4_AIR,4.10289,0.00286823,0.0278602,0.0233721,41.2551,39.7129,1
4,28,G4_AIR,4.06578,0.00501143,0.0233721,0.0183607,39.7129,37.2819,1
4,28,G4_AIR,3.1255,0.00269497,0.0183607,0.0156657,37.2819,37.1846,1
4,28,G4_AIR,1.83452,0.00353714,0.0156657,0.0110488,37.1846,37.4217,1
4,28,G4_AIR,1.99062,0.00546927,0.0110488,0.00557948,37.4217,37.1962,1
4,28,G4_AIR,0.930815,0.00557948,0.00557948,0,37.1962,36.9934,0
4,39,G4_AIR,0.0636822,0.00107983,0.00107983,0,37.4217,37.4395,0
4,38,G4_AIR,0.116532,0.00161982,0.00161982,0,39.7129,39.6972,0
4,27,G4_AIR,0.0715925,0.00117046,0.00117046,0,53.1842,53.2065,0
4,26,G4_AIR,0.13103,0.00174782,0.00174782,0,98.6167,98.6537,0
4,25,G4_AIR,0.993727,0.0039722,0.00748377,0.00246393,111.988,112.276,1
4,25,G4_AIR,0.226557,0.00246393,0.00246393,0,112.276,112.366,0
4,40,G4_AIR,0.0609717,0.00104764,0.00104764,0,112.276,112.27,0
4,24,G4_AIR,0.077828,0.00123885,0.00123885,0,134.593,134.618,0
4,23,G4_AIR,1.40341,0.00536957,0.00745762,0.00208805,187.841,188.322,1
4,23,G4_AIR,0.173308,0.00208805,0.00208805,0,188.322,188.307,0
4,22,G4_AIR,0.0654538,0.00110054,0.00110054,0,217.529,217.548,0
4,21,G4_AIR,0.0851562,0.00131628,0.00131628,0,221.858,221.874,0
4,20,G4_AIR,0.165303,0.00202691,0.00202691,0,302.331,302.383,0
4,19,G4_AIR,0.152996,0.00193009,0.00193009,0,354.223,354.202,0
4,18,G4_AIR,0.0946728,0.00141274,0.00141274,0,426.324,426.295,0
4,17,G4_AIR,0.458138,0.00372917,0.00372917,0,430.468,430.598,0
4,16,G4_AIR,0.272525,0.00275384,0.00275384,0,488.266,488.216,0
4,15,G4_AIR,1.58741,0.00533574,0.00845712,0.00312138,569.366,569.946,1
4,15,G4_AIR,0.337025,0.00312138,0.00312138,0,569.946,569.987,0
4,14,G4_AIR,0.0972842,0.00143848,0.00143848,0,784.455,784.422,0
4,13,G4_AIR,0.0910198,0.00137621,0.00137621,0,811.572,811.546,0
4,12,G4_AIR,0.222664,0.00243806,0.00243806,0,828.77,828.703,0
4,11,G4_AIR,0.0593393,0.00102794,0.00102794,0,838.419,838.401,0
4,10,G4_AIR,0.275728,0.00277306,0.00277306,0,868.82,868.821,0
4,9,G4_AIR,0.250167,0.00261626,0.00261626,0,870.807,870.853,0
4,8,G4_AIR,0.617573,0.004425,0.004425,0,952.289,952.056,0
4,7,G4_AIR,0.925293,0.0055609,0.0055609,0,1021.07,1020.78,0
4,6,G4_AIR,0.963852,0.00568951,0.00568951,0,1095.15,1095,0
4,5,G4_AIR,0.270178,0.00273967,0.00273967,0,1302.77,1302.84,0
4,4,G4_AIR,0.0820665,0.00128399,0.00128399,0,1317.62,1317.65,0
4,3,G4_AIR,0.0602024,0.00103839,0.00103839,0,1445.47,1445.45,0
4,2,G4_AIR,0.142067,0.00184103,0.00184103,0,1463.73,1463.68,0
5,1,G4_AIR,112.877,0.0153382,1066.2,1066.19,1500,1493.89,1
5,1,G4_AIR,16.8734,0.00183054,1066.19,1066.18,1493.89,1492.97,1
5,1,G4_AIR,37.3117,0.00736209,1066.18,1066.17,1492.97,1490.96,1
5,1,G4_AIR,28.968,0.0048992,1066.17,1066.15,1490.96,1489.39,1
5,1,G4_AIR,57.9613,0.00979531,1066.15,1066.14,1489.39,1486.26,1
5,1,G4_AIR,33.7391,0.00422992,1066.14,1066.14,1486.26,1484.44,1
5,1,G4_AIR,46.0672,0.00667529,1066.14,1066.12,1484.44,1481.95,1
5,1,G4_AIR,168.995,0.0234115,1066.12,1066.09,1481.95,1472.83,1
