Event,Track,Material,StepLength(mm),Edep(MeV),PreE(MeV),PostE(MeV),PreZ(mm),PostZ(mm),Transmission
5,1,G4_AIR,75.4532,0.0102576,1066.09,1066.08,1472.83,1468.75,1
5,1,G4_AIR,10.8983,0.00122372,1066.08,1066.08,1468.75,1468.16,1
5,1,G4_AIR,368.317,0.052336,1066.08,1066.02,1468.16,1448.29,1
5,1,G4_AIR,80.3245,0.01485,1066.02,1066,1448.29,1443.92,1
5,1,G4_AIR,39.6571,0.00445619,1066,1065.99,1443.92,1441.76,1
5,1,G4_AIR,108.69,0.0155887,1065.99,1065.98,1441.76,1435.84,1
5,1,G4_AIR,113.963,0.0186675,1065.98,1065.96,1435.84,1429.66,1
5,1,G4_AIR,9.75013,0.00181537,1065.96,1065.95,1429.66,1429.13,1
5,1,G4_AIR,53.9869,0.00610048,1065.95,1065.94,1429.13,1426.21,1
5,1,G4_AIR,1.12574,7.25549e-05,1065.94,1065.94,1426.21,1426.15,1
5,1,G4_AIR,40.6756,0.00393808,1065.94,1065.93,1426.15,1423.95,1
5,1,G4_AIR,55.413,0.00839085,1065.93,1065.89,1423.95,1420.95,1
5,1,G4_AIR,100.746,0.0131657,1065.89,1065.88,1420.95,1415.51,1
5,1,G4_AIR,95.3687,0.0156264,1065.88,1065.86,1415.51,1410.37,1
5,1,G4_AIR,239.344,0.0316176,1065.86,1065.82,1410.37,1397.44,1
5,1,G4_AIR,234.387,0.0314595,1065.82,1065.79,1397.44,1384.69,1
5,1,G4_AIR,164.49,0.0242363,1065.79,1065.76,1384.69,1375.65,1
5,1,G4_AIR,165.461,0.0217118,1065.76,1065.74,1375.65,1366.56,1
5,1,G4_AIR,40.9292,0.00703506,1065.74,1065.73,1366.56,1364.32,1
5,1,G4_AIR,63.9393,0.00932671,1065.73,1065.72,1364.32,1360.82,1
5,1,G4_AIR,47.0533,0.00390623,1065.72,1065.72,1360.82,1358.24,1
5,1,G4_AIR,33.5531,0.00462084,1065.72,1065.71,1358.24,1356.41,1
5,1,G4_AIR,11.8506,0.0010296,1065.71,1065.71,1356.41,1355.76,1
5,1,G4_AIR,402.26,0.0484846,1065.71,1065.66,1355.76,1333.75,1
5,1,G4_AIR,43.0641,0.00694846,1065.66,1065.65,1333.75,1331.39,1
5,1,G4_AIR,12.6576,0.00109748,1065.65,1065.64,1331.39,1330.7,1
5,1,G4_AIR,101.722,0.0169803,1065.64,1065.62,1330.7,1325.15,1
5,1,G4_AIR,291.434,0.0550875,1065.62,1065.56,1325.15,1309.22,0
5,36,G4_AIR,1.49082,0.00289274,0.00791349,0.00502075,1325.15,1325.41,1
5,36,G4_AIR,0.771588,0.00502075,0.00502075,0,1325.41,1325.44,0
5,35,G4_AIR,0.177628,0.00212049,0.00212049,0,1330.7,1330.64,0
5,34,G4_AIR,0.0924575,0.000201511,0.00277454,0.0013655,1331.39,1331.33,1
5,34,G4_AIR,0.0899593,0.0013655,0.0013655,0,1331.33,1331.3,0
5,37,G4_AIR,0.0749449,0.00120753,0.00120753,0,1331.33,1331.32,0
5,33,G4_AIR,0.0593867,0.00102852,0.00102852,0,1333.75,1333.73,0
5,32,G4_AIR,0.0682846,0.00113312,0.00113312,0,1355.76,1355.78,0
5,31,G4_AIR,0.0577899,0.00100902,0.00100902,0,1356.41,1356.41,0
5,30,G4_AIR,0.0852473,0.00131722,0.00131722,0,1358.24,1358.24,0
5,29,G4_AIR,0.0922109,0.00138819,0.00138819,0,1360.82,1360.78,0
5,28,G4_AIR,0.199345,0.00227805,0.00227805,0,1364.32,1364.25,0
5,27,G4_AIR,0.129045,0.00173069,0.00173069,0,1366.56,1366.54,0
5,26,G4_AIR,0.138333,0.00180988,0.00180988,0,1375.65,1375.69,0
5,25,G4_AIR,0.0701997,0.00115483,0.00115483,0,1384.69,1384.71,0
5,24,G4_AIR,0.0977596,0.00144314,0.00144314,0,1397.44,1397.41,0
5,23,G4_AIR,0.743129,0.00229031,0.00691346,0.00253224,1410.37,1410.79,1
5,23,G4_AIR,0.236996,0.00253224,0.00253224,0,1410.79,1410.85,0
5,38,G4_AIR,0.173686,0.00209091,0.00209091,0,1410.79,1410.85,0
5,22,G4_AIR,0.0703321,0.00115632,0.00115632,0,1415.51,1415.48,0
5,21,G4_AIR,1.94785,0.00124155,0.0338527,0.030851,1420.95,1419.13,1
5,21,G4_AIR,1.80335,0.00177447,0.030851,0.0273479,1419.13,1417.44,1
5,21,G4_AIR,1.36294,0.00190398,0.0273479,0.0243556,1417.44,1416.32,1
5,21,G4_AIR,2.94587,0.00285611,0.0243556,0.0200057,1416.32,1413.83,1
5,21,G4_AIR,3.41685,0.00340343,0.0200057,0.0166023,1413.83,1413.67,1
5,21,G4_AIR,0.831073,0.00105441,0.0166023,0.013531,1413.67,1413.98,1
5,21,G4_AIR,0.04576,0,0.013531,0.012393,1413.98,1414.01,1
5,21,G4_AIR,2.18752,0.00315473,0.012393,0.00923827,1414.01,1415.06,1
5,21,G4_AIR,1.7161,0.00429385,0.00923827,0.00494442,1415.06,1415.36,1
5,21,G4_AIR,0.750947,0.00494442,0.00494442,0,1415.36,1415.18,0
5,44,G4_AIR,0.0687106,0.00113797,0.00113797,0,1414.01,1414.02,0
5,43,G4_AIR,0.164013,0.00201693,0.00201693,0,1413.98,1413.96,0
5,42,G4_AIR,0.10299,0.00149373,0.00149373,0,1413.83,1413.81,0
5,41,G4_AIR,0.0644082,0.00108834,0.00108834,0,1416.32,1416.32,0
5,40,G4_AIR,0.128813,0.00172868,0.00172868,0,1417.44,1417.43,0
5,39,G4_AIR,0.132468,0.00176017,0.00176017,0,1419.13,1419.12,0
5,20,G4_AIR,0.24359,0.0025746,0.0025746,0,1423.95,1423.85,0
5,19,G4_AIR,0.121032,0.00166027,0.00166027,0,1426.15,1426.18,0
5,18,G4_AIR,0.0815577,0.00127863,0.00127863,0,1426.21,1426.22,0
5,17,G4_AIR,0.14314,0.00126109,0.00421591,0.00186766,1429.13,1429.02,1
5,17,G4_AIR,0.145296,0.00186766,0.00186766,0,1429.02,1428.96,0
5,45,G4_AIR,0.064307,0.00108716,0.00108716,0,1429.02,1429,0
5,16,G4_AIR,0.0603526,0.0010402,0.0010402,0,1429.66,1429.68,0
5,15,G4_AIR,0.169371,0.00205816,0.00205816,0,1435.84,1435.87,0
5,14,G4_AIR,0.0576456,0.00100725,0.00100725,0,1441.76,1441.78,0
5,13,G4_AIR,1.83677,0.00549085,0.0100166,0.00452574,1443.92,1443.08,1
5,13,G4_AIR,0.37848,0.00171042,0.00452574,0.00178111,1443.08,1443.15,1
5,13,G4_AIR,0.134925,0.00178111,0.00178111,0,1443.15,1443.2,0
5,46,G4_AIR,0.0598561,0.0010342,0.0010342,0,1443.15,1443.15,0
5,12,G4_AIR,0.144627,0.00186217,0.00186217,0,1448.29,1448.23,0
5,11,G4_AIR,0.176881,0.00211491,0.00211491,0,1468.16,1468.23,0
5,10,G4_AIR,0.277842,0.00278569,0.00278569,0,1468.75,1468.64,0
5,9,G4_AIR,0.112106,0.00157935,0.00157935,0,1472.83,1472.8,0
5,8,G4_AIR,1.92764,0.00401111,0.0106225,0.0066114,1481.95,1482.2,1
5,8,G4_AIR,1.2184,0.0066114,0.0066114,0,1482.2,1482.4,0
5,7,G4_AIR,0.0775973,0.00123636,0.00123636,0,1484.44,1484.41,0
5,6,G4_AIR,0.105179,0.00151458,0.00151458,0,1486.26,1486.23,0
5,5,G4_AIR,2.3711,0.00359369,0.0136356,0.0100419,1489.39,1488.77,1
5,5,G4_AIR,1.44464,0.00285662,0.0100419,0.00619118,1488.77,1487.99,1
5,5,G4_AIR,1.11085,0.00619118,0.00619118,0,1487.99,1487.56,0
5,47,G4_AIR,0.0565788,0.000994078,0.000994078,0,1487.99,1487.98,0
5,4,G4_AIR,0.475267,0.00380877,0.00380877,0,1490.96,1491.15,0
5,3,G4_AIR,0.23872,0.00254337,0.00254337,0,1492.97,1492.97,0
5,2,G4_AIR,0.149013,0.00189799,0.00189799,0,1493.89,1493.83,0
6,1,G4_AIR,42.0925,0.00523371,2333.84,2333.84,1500,1475.13,1
6,1,G4_AIR,1.02791,8.33813e-05,2333.84,2333.84,1475.13,1474.52,1
6,1,G4_AIR,36.816,0.00363065,2333.84,2333.83,1474.52,1452.77,1
6,1,G4_AIR,193.957,0.0326283,2333.83,2333.8,1452.77,1338.16,1
6,1,G4_AIR,66.532,0.0109034,2333.8,2333.78,1338.16,1298.84,1
6,1,G4_AIR,40.671,0.00661782,2333.78,2333.78,1298.84,1274.81,1
6,1,G4_AIR,109.997,0.0213765,2333.78,2333.75,1274.81,1209.79,1
6,1,G4_AIR,70.1157,0.00812819,2333.75,2333.74,1209.79,1168.36,1
6,1,G4_AIR,255.553,0.0465261,2333.74,2333.69,1168.36,1017.34,1
6,1,G4_AIR,291.077,0.0435505,2333.69,2333.65,1017.34,845.297,1
6,1,G4_AIR,59.2005,0.00629397,2333.65,2333.64,845.297,810.303,1
6,1,G4_AIR,323.004,0.0490241,2333.64,2333.59,810.303,619.376,1
6,1,G4_AIR,380.23,0.0567694,2333.59,2333.53,619.376,394.595,1
6,1,G4_AIR,33.5421,0.00584464,2333.53,2333.52,394.595,374.77,1
6,1,G4_AIR,24.7249,0.00161144,2333.52,2333.48,374.77,360.158,1
6,1,G4_AIR,32.624,0.00321499,2333.48,2333.47,360.158,340.878,1
6,1,G4_AIR,88.8902,0.0133566,2333.47,2333.44,340.878,288.351,1
6,1,G4_AIR,453.429,0.0786432,2333.44,2333.36,288.351,20.4479,1
6,1,G4_AIR,24.7604,0.00270792,2333.36,2333.36,20.4479,5.82064,1
6,1,G4_AIR,174.155,0.0309362,2333.36,2333.32,5.82064,-97.0557,1
6,1,G4_AIR,97.592,0.0213892,2333.32,2333.29,-97.0557,-154.704,1
6,1,G4_AIR,48.7099,0.00901533,2333.29,2333.28,-154.704,-183.477,1
6,1,G4_AIR,223.342,0.0362116,2333.28,2333.24,-183.477,-315.401,1
6,1,G4_AIR,8.35053,0.00216456,2333.24,2333.23,-315.401,-320.333,1
6,1,G4_AIR,3.03137,0.000132957,2333.23,2333.23,-320.333,-322.123,1
6,1,G4_AIR,66.1164,0.00932162,2333.23,2333.22,-322.123,-361.171,1
6,1,G4_AIR,159.636,0.0246149,2333.22,2333.19,-361.171,-455.456,0
6,27,G4_AIR,0.560616,0.00248752,0.00459834,0.00211081,-361.171,-361.014,1
6,27,G4_AIR,0.176334,0.00211081,0.00211081,0,-361.014,-360.978,0
6,26,G4_AIR,0.144936,0.00186471,0.00186471,0,-322.123,-322.077,0
6,25,G4_AIR,0.0587261,0.00102048,0.00102048,0,-320.333,-320.339,0
6,24,G4_AIR,1.86027,0.0059127,0.010172,0.00425928,-315.401,-316.162,1
6,24,G4_AIR,0.57761,0.00425928,0.00425928,0,-316.162,-316.052,0
6,23,G4_AIR,0.136771,0.00179674,0.00179674,0,-183.477,-183.493,0
6,22,G4_AIR,0.255438,0.00264925,0.00264925,0,-154.704,-154.784,0
6,21,G4_AIR,2.1307,0.00311609,0.0120049,0.00888883,-97.0557,-96.3507,1
6,21,G4_AIR,0.647238,0.00336379,0.00888883,0.00409614,-96.3507,-95.9685,1
6,21,G4_AIR,0.539487,0.00409614,0.00409614,0,-95.9685,-95.7576,0
6,28,G4_AIR,0.0963104,0.00142891,0.00142891,0,-95.9685,-95.9816,0
6,20,G4_AIR,0.0948026,0.00141402,0.00141402,0,5.82064,5.7905,0
6,19,G4_AIR,0.0680514,0.00113046,0.00113046,0,20.4479,20.4284,0
6,18,G4_AIR,2.5875,0.00327482,0.0150609,0.011786,288.351,286.771,1
6,18,G4_AIR,2.09869,0.00438999,0.011786,0.00739604,286.771,286.97,1
6,18,G4_AIR,0.689352,0.00291689,0.00739604,0.00254378,286.97,286.902,1
6,18,G4_AIR,0.238784,0.00254378,0.00254378,0,286.902,286.887,0
6,29,G4_AIR,0.153654,0.00193537,0.00193537,0,286.902,286.941,0
6,17,G4_AIR,0.417098,0.00353273,0.00353273,0,340.878,340.782,0
6,16,G4_AIR,7.50586,0.00644068,0.0372403,0.0307996,360.158,354.513,1
6,16,G4_AIR,5.75404,0.00505981,0.0307996,0.0237683,354.513,350.73,1
6,16,G4_AIR,0.257076,0.000312387,0.0237683,0.0222416,350.73,350.758,1
6,16,G4_AIR,3.8398,0.00491996,0.0222416,0.0173217,350.758,350.769,1
6,16,G4_AIR,2.94974,0.00326221,0.0173217,0.0140595,350.769,350.234,1
6,16,G4_AIR,0.83761,0.00107607,0.0140595,0.0116975,350.234,350.582,1
6,16,G4_AIR,2.08574,0.00371955,0.0116975,0.00797797,350.582,351.526,1
6,16,G4_AIR,1.50266,0.00565742,0.00797797,0.00232056,351.526,352.149,1
6,16,G4_AIR,0.205414,0.00232056,0.00232056,0,352.149,352.192,0
6,32,G4_AIR,0.0822451,0.00128587,0.00128587,0,350.582,350.577,0
6,31,G4_AIR,0.0755645,0.00121431,0.00121431,0,350.758,350.785,0
6,30,G4_AIR,0.158202,0.00197148,0.00197148,0,350.73,350.669,0
6,15,G4_AIR,0.842541,0.00527595,0.00527595,0,374.77,374.495,0
6,14,G4_AIR,0.46326,0.00375311,0.00375311,0,394.595,394.658,0
6,13,G4_AIR,0.0567636,0.000996368,0.000996368,0,619.376,619.36,0
6,12,G4_AIR,0.0937214,0.00140328,0.00140328,0,810.303,810.273,0
6,11,G4_AIR,0.179116,0.00213158,0.00213158,0,845.297,845.271,0
6,10,G4_AIR,0.0740751,0.00119798,0.00119798,0,1017.34,1017.32,0
6,9,G4_AIR,0.645264,0.0045369,0.0045369,0,1168.36,1168.22,0
6,8,G4_AIR,0.0729162,0.00118518,0.00118518,0,1209.79,1209.77,0
6,7,G4_AIR,0.106591,0.00152793,0.00152793,0,1274.81,1274.79,0
6,6,G4_AIR,0.0605689,0.0010428,0.0010428,0,1298.84,1298.86,0
6,5,G4_AIR,0.119861,0.00164982,0.00164982,0,1338.16,1338.2,0
6,4,G4_AIR,0.0747325,0.00120521,0.00120521,0,1452.77,1452.79,0
6,3,G4_AIR,0.118446,0.00163711,0.00163711,0,1474.52,1474.53,0
6,2,G4_AIR,0.131658,0.00175322,0.00175322,0,1475.13,1475.17,0
7,1,G4_AIR,63.5132,0.00920334,1047.94,1047.93,1500,1484.09,1
7,1,G4_AIR,269.356,0.0350995,1047.93,1047.89,1484.09,1416.62,1
7,1,G4_AIR,114.346,0.0175065,1047.89,1047.87,1416.62,1387.93,1
7,1,G4_AIR,22.525,0.0026998,1047.87,1047.87,1387.93,1382.28,1
7,1,G4_AIR,117.633,0.0175181,1047.87,1047.85,1382.28,1352.78,1
7,1,G4_AIR,105.421,0.0129039,1047.85,1047.83,1352.78,1326.33,1
7,1,G4_AIR,27.4159,0.00507907,1047.83,1047.82,1326.33,1319.46,1
7,1,G4_AIR,88.5147,0.0115721,1047.82,1047.81,1319.46,1297.26,1
7,1,G4_AIR,143.215,0.0178553,1047.81,1047.79,1297.26,1261.34,1
7,1,G4_AIR,246.042,0.0435938,1047.79,1047.75,1261.34,1199.92,1
7,1,G4_AIR,70.275,0.0107066,1047.75,1047.73,1199.92,1182.42,1
7,1,G4_AIR,288.516,0.0418505,1047.73,1047.69,1182.42,1110.58,1
7,1,G4_AIR,7.99852,0.00142908,1047.69,1047.69,1110.58,1108.59,1
7,1,G4_AIR,24.7798,0.00457452,1047.69,1047.68,1108.59,1102.41,1
7,1,G4_AIR,14.8999,0.00229213,1047.68,1047.68,1102.41,1098.69,1
7,1,G4_AIR,1.78023,0,1047.68,1047.68,1098.69,1098.25,1
7,1,G4_AIR,9.11597,0.00116676,1047.68,1047.67,1098.25,1095.98,1
7,1,G4_AIR,227.842,0.0299935,1047.67,1047.64,1095.98,1039.12,1
7,1,G4_AIR,248.124,0.0330788,1047.64,1047.61,1039.12,977.141,1
7,1,G4_AIR,46.6537,0.00401245,1047.61,1047.6,977.141,965.49,1
7,1,G4_AIR,186.069,0.0257261,1047.6,1047.58,965.49,918.981,1
7,1,G4_AIR,179.087,0.027243,1047.58,1047.54,918.981,874.233,1
7,1,G4_AIR,234.004,0.0387484,1047.54,1047.45,874.233,815.743,1
7,1,G4_AIR,10.2291,0.00146808,1047.45,1047.45,815.743,813.184,1
7,1,G4_AIR,9.28034,0.000978743,1047.45,1047.44,813.184,810.863,1
7,1,G4_AIR,213.293,0.0294504,1047.44,1047.41,810.863,757.514,1
7,1,G4_AIR,254.815,0.0389491,1047.41,1047.37,757.514,693.733,1
7,1,G4_AIR,55.7228,0.00840924,1047.37,1047.36,693.733,679.785,1
7,1,G4_AIR,21.1907,0.00220729,1047.36,1047.35,679.785,674.482,1
7,1,G4_AIR,32.9413,0.00547939,1047.35,1047.35,674.482,666.238,0
7,29,G4_AIR,0.166101,0.00203306,0.00203306,0,674.482,674.42,0
7,28,G4_AIR,0.550575,0.00414412,0.00414412,0,679.785,679.609,0
7,27,G4_AIR,0.103768,0.00150117,0.00150117,0,693.733,693.729,0
7,26,G4_AIR,0.13574,0.00178802,0.00178802,0,757.514,757.517,0
7,25,G4_AIR,0.161133,0.0019945,0.0019945,0,810.863,810.846,0
7,24,G4_AIR,0.0876162,0.00134163,0.00134163,0,813.184,813.177,0
7,23,G4_AIR,10.3505,0.00387021,0.0519952,0.04542,815.743,820.178,1
7,23,G4_AIR,1.15335,0.000600712,0.04542,0.0435525,820.178,820.47,1
7,23,G4_AIR,7.85218,0.00413453,0.0435525,0.0380014,820.47,821.629,1
7,23,G4_AIR,4.02203,0.00158007,0.0380014,0.0352159,821.629,822.931,1
7,23,G4_AIR,6.9277,0.00387181,0.0352159,0.0313441,822.931,824.24,1
7,23,G4_AIR,5.89342,0.00502127,0.0313441,0.0263228,824.24,822.835,1
7,23,G4_AIR,4.69446,0.00499639,0.0263228,0.0213264,822.835,822.878,1
7,23,G4_AIR,3.66285,0.00287232,0.0213264,0.0184541,822.878,821.583,1
7,23,G4_AIR,0.640216,0.000522809,0.0184541,0.0157425,821.583,821.001,1
7,23,G4_AIR,0.364082,0.000934474,0.0157425,0.014808,821.001,820.769,1
7,23,G4_AIR,2.54852,0.00518975,0.014808,0.00961825,820.769,819.583,1
7,23,G4_AIR,1.77572,0.00374515,0.00961825,0.0058731,819.583,818.82,1
7,23,G4_AIR,1.01987,0.00445157,0.0058731,0.00142153,818.82,818.544,1
7,23,G4_AIR,0.0955612,0.00142153,0.00142153,0,818.544,818.52,0
7,34,G4_AIR,0.186894,0.0021888,0.0021888,0,821.001,820.97,0
7,33,G4_AIR,0.0747576,0.00120548,0.00120548,0,822.931,822.905,0
7,32,G4_AIR,0.0950589,0.00141656,0.00141656,0,821.629,821.662,0
7,31,G4_AIR,0.0804434,0.00126683,0.00126683,0,820.47,820.478,0
7,30,G4_AIR,0.26447,0.00270497,0.00270497,0,820.178,820.102,0
7,22,G4_AIR,1.51712,0.00432651,0.00805753,0.00373102,874.233,873.487,1
7,22,G4_AIR,0.458533,0.00373102,0.00373102,0,873.487,873.367,0
7,21,G4_AIR,0.135614,0.00178696,0.00178696,0,918.981,918.958,0
7,20,G4_AIR,0.0814542,0.00127753,0.00127753,0,965.49,965.515,0
7,19,G4_AIR,0.0563578,0.000991334,0.000991334,0,977.141,977.121,0
7,18,G4_AIR,0.107493,0.00153642,0.00153642,0,1039.12,1039.08,0
7,17,G4_AIR,0.0875842,0.0013413,0.0013413,0,1095.98,1095.95,0
7,16,G4_AIR,0.272657,0.00275463,0.00275463,0,1098.25,1098.33,0
7,15,G4_AIR,0.102782,0.00149175,0.00149175,0,1098.69,1098.72,0
7,14,G4_AIR,0.0939159,0.00140522,0.00140522,0,1102.41,1102.45,0
7,13,G4_AIR,0.0748173,0.00120613,0.00120613,0,1108.59,1108.61,0
7,12,G4_AIR,0.133462,0.00176866,0.00176866,0,1110.58,1110.57,0
7,11,G4_AIR,0.316345,0.00300769,0.00300769,0,1199.92,1199.99,0
7,10,G4_AIR,0.0567725,0.000996478,0.000996478,0,1261.34,1261.36,0
7,9,G4_AIR,0.129593,0.00173543,0.00173543,0,1297.26,1297.25,0
7,8,G4_AIR,0.133122,0.00176575,0.00176575,0,1319.46,1319.42,0
7,7,G4_AIR,0.555378,0.00416477,0.00416477,0,1326.33,1326.22,0
7,6,G4_AIR,0.1241,0.00168747,0.00168747,0,1352.78,1352.77,0
7,5,G4_AIR,0.0679819,0.00112967,0.00112967,0,1382.28,1382.27,0
7,4,G4_AIR,0.151769,0.00192025,0.00192025,0,1387.93,1387.91,0
7,3,G4_AIR,0.112876,0.00158644,0.00158644,0,1416.62,1416.65,0
7,2,G4_AIR,0.0677616,0.00112715,0.00112715,0,1484.09,1484.1,0
8,1,G4_AIR,30.3765,0.00397487,1542.62,1542.61,1500,1494.06,1
8,1,G4_AIR,57.8476,0.00907148,1542.61,1542.6,1494.06,1482.76,1
8,1,G4_AIR,89.7241,0.0155492,1542.6,1542.59,1482.76,1465.23,1
8,1,G4_AIR,373.108,0.0617048,1542.59,1542.52,1465.23,1392.37,1
8,1,G4_AIR,139.539,0.0254835,1542.52,1542.49,1392.37,1365.08,1
8,1,G4_AIR,1.85714,0.00163093,1542.49,1542.48,1365.08,1364.71,1
8,1,G4_AIR,207.108,0.0271624,1542.48,1542.46,1364.71,1324.16,1
8,1,G4_AIR,98.9074,0.0143592,1542.46,1542.44,1324.16,1304.8,1
8,1,G4_AIR,374.012,0.0561842,1542.44,1542.38,1304.8,1231.65,1
8,1,G4_AIR,123.523,0.016738,1542.38,1542.36,1231.65,1207.47,1
8,1,G4_AIR,6.7723,0.000149319,1542.36,1542.36,1207.47,1206.15,1
8,1,G4_AIR,325.295,0.0445098,1542.36,1542.3,1206.15,1142.43,1
8,1,G4_AIR,70.0824,0.0107436,1542.3,1542.29,1142.43,1128.72,1
8,1,G4_AIR,156.916,0.021787,1542.29,1542.27,1128.72,1098.01,1
8,1,G4_AIR,56.0171,0.0073778,1542.27,1542.26,1098.01,1087.04,1
8,1,G4_AIR,105.568,0.0159136,1542.26,1542.24,1087.04,1066.38,1
8,1,G4_AIR,93.158,0.0148792,1542.24,1542.22,1066.38,1048.13,1
8,1,G4_AIR,109.899,0.0134867,1542.22,1542.09,1048.13,1026.62,1
8,1,G4_AIR,139.326,0.0212131,1542.09,1542.07,1026.62,999.328,0
8,19,G4_AIR,24.2109,0.00752025,0.120359,0.111205,1026.62,1015.04,1
8,19,G4_AIR,43.5487,0.0159308,0.111205,0.0952741,1015.04,1002.72,1
8,19,G4_AIR,33.6268,0.0121137,0.0952741,0.0831604,1002.72,995.266,1
8,19,G4_AIR,0.51908,0.000306833,0.0831604,0.0802516,995.266,995.202,1
8,19,G4_AIR,25.26,0.0116242,0.0802516,0.0686275,995.202,995.037,1
8,19,G4_AIR,2.93636,0.000696267,0.0686275,0.0663057,995.037,996.417,1
8,19,G4_AIR,0.853526,0.000892118,0.0663057,0.0634388,996.417,996.775,1
8,19,G4_AIR,17.1514,0.00780969,0.0634388,0.0556291,996.775,1000.4,1
8,19,G4_AIR,9.29754,0.00300844,0.0556291,0.0510352,1000.4,998.328,1
8,19,G4_AIR,12.1016,0.00496222,0.0510352,0.046073,998.328,1001.93,1
8,19,G4_AIR,8.2846,0.00433248,0.046073,0.0346827,1001.93,1005.11,1
8,19,G4_AIR,6.77968,0.00468885,0.0346827,0.0299939,1005.11,1006.65,1
8,19,G4_AIR,5.55511,0.00786739,0.0299939,0.0221265,1006.65,1009.15,1
8,19,G4_AIR,3.81725,0.00505201,0.0221265,0.0170745,1009.15,1010.57,1
8,19,G4_AIR,2.90883,0.00664129,0.0170745,0.0104332,1010.57,1011.78,1
8,19,G4_AIR,1.89945,0.00483508,0.0104332,0.0055981,1011.78,1011.53,1
8,19,G4_AIR,0.936368,0.0055981,0.0055981,0,1011.53,1011.23,0
8,25,G4_AIR,1.32036,0.00524647,0.00705783,0.00181136,1005.11,1004.53,1
8,25,G4_AIR,0.138509,0.00181136,0.00181136,0,1004.53,1004.57,0
8,24,G4_AIR,0.112761,0.00158538,0.00158538,0,998.328,998.359,0
8,23,G4_AIR,0.158626,0.00197483,0.00197483,0,996.775,996.832,0
8,22,G4_AIR,0.117158,0.00162548,0.00162548,0,996.417,996.415,0
8,21,G4_AIR,0.247899,0.00260196,0.00260196,0,995.202,995.113,0
8,20,G4_AIR,0.118077,0.00163379,0.00163379,0,1015.04,1015,0
8,18,G4_AIR,0.0857277,0.00132219,0.00132219,0,1048.13,1048.1,0
8,17,G4_AIR,0.45661,0.003722,0.003722,0,1066.38,1066.26,0
8,16,G4_AIR,0.0751074,0.00120931,0.00120931,0,1087.04,1087.04,0
8,15,G4_AIR,0.502655,0.00393337,0.00393337,0,1098.01,1097.89,0
8,14,G4_AIR,0.160829,0.00199212,0.00199212,0,1128.72,1128.65,0
8,13,G4_AIR,1.27634,0.00584419,0.00685916,0.00101498,1142.43,1142.57,1
8,13,G4_AIR,0.0582754,0.00101498,0.00101498,0,1142.57,1142.57,0
8,12,G4_AIR,0.129996,0.00173891,0.00173891,0,1206.15,1206.11,0
8,11,G4_AIR,0.0788003,0.0012493,0.0012493,0,1207.47,1207.5,0
8,10,G4_AIR,1.07381,0.00605773,0.00605773,0,1231.65,1232.02,0
8,9,G4_AIR,0.242769,0.00362941,0.00362941,0,1304.8,1304.66,0
8,8,G4_AIR,0.0881664,0.00134726,0.00134726,0,1324.16,1324.15,0
8,7,G4_AIR,0.292471,0.00287175,0.00287175,0,1364.71,1364.66,0
8,6,G4_AIR,1.08277,0.00608952,0.00608952,0,1365.08,1365.52,0
8,5,G4_AIR,0.522864,0.00402333,0.00402333,0,1392.37,1392.58,0
8,4,G4_AIR,0.160017,0.00198576,0.00198576,0,1465.23,1465.21,0
8,3,G4_AIR,0.0695688,0.00114771,0.00114771,0,1482.76,1482.77,0
8,2,G4_AIR,0.0681109,0.00113114,0.00113114,0,1494.06,1494.08,0
9,1,G4_AIR,60.165,0.00840326,1020.5,1020.49,1500,1449.98,1
9,1,G4_AIR,335.85,0.0470737,1020.49,1020.44,1449.98,1170.77,1
9,1,G4_AIR,177.437,0.0224315,1020.44,1020.41,1170.77,1023.28,1
9,1,G4_AIR,74.6007,0.0115414,1020.41,1020.4,1023.28,961.265,1
9,1,G4_AIR,16.2803,0.00221497,1020.4,1020.39,961.265,947.732,1
9,1,G4_AIR,6.05939,0.00161228,1020.39,1020.39,947.732,942.695,1
9,1,G4_AIR,268.32,0.0392863,1020.39,1020.35,942.695,719.654,1
9,1,G4_AIR,30.6999,0.00647689,1020.35,1020.34,719.654,694.13,1
9,1,G4_AIR,172.181,0.0267815,1020.34,1020.31,694.13,550.987,1
9,1,G4_AIR,125.055,0.0180807,1020.31,1020.29,550.987,447.029,1
9,1,G4_AIR,92.3017,0.0119988,1020.29,1020.27,447.029,370.298,1
9,1,G4_AIR,0.505183,6.03735e-05,1020.27,1020.27,370.298,369.878,1
9,1,G4_AIR,138.665,0.0224694,1020.27,1020.25,369.878,254.608,1
9,1,G4_AIR,82.1246,0.0132293,1020.25,1020.23,254.608,186.338,1
9,1,G4_AIR,4.04505,0.000639596,1020.23,1020.23,186.338,182.975,1
9,1,G4_AIR,70.2737,0.0111885,1020.23,1020.22,182.975,124.557,1
9,1,G4_AIR,8.98284,0.000949509,1020.22,1020.22,124.557,117.09,1
9,1,G4_AIR,120.308,0.0138174,1020.22,1020.2,117.09,17.0849,1
9,1,G4_AIR,10.0189,0.00136339,1020.2,1020.2,17.0849,8.75701,1
9,1,G4_AIR,6.06153,0.00241466,1020.2,1020.2,8.75701,3.71855,1
9,1,G4_AIR,80.1712,0.0124875,1020.2,1020.18,3.71855,-62.9207,1
9,1,G4_AIR,44.4638,0.00490815,1020.18,1020.16,-62.9207,-99.8798,1
